t1,t2,ph,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.88,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.85,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.44,8.86,
27.87,27.50,8.86,
27.87,27.44,8.86,
27.87,27.44,8.86,
27.87,27.44,8.86,
27.87,27.44,8.86,
27.87,27.44,8.87,
27.94,27.44,8.86,
27.87,27.44,8.87,
27.87,27.44,8.86,
27.87,27.44,8.86,
27.87,27.44,8.86,
27.94,27.50,8.86,
27.87,27.44,8.86,
27.87,27.50,8.86,
27.87,27.44,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.87,27.44,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.44,8.86,
27.87,27.44,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.44,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.44,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.94,27.50,8.85,
27.87,27.50,8.85,
27.87,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.87,27.50,8.85,
27.94,27.50,8.85,
27.87,27.50,8.85,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.85,
27.94,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.85,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.85,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.87,27.50,8.87,
27.94,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.94,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.87,27.50,8.87,
27.94,27.50,8.87,
27.87,27.50,8.87,
27.87,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.56,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.56,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.56,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.87,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.87,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.44,8.85,
27.94,27.50,8.86,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.50,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.44,8.86,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.44,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.44,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.44,8.86,
27.94,27.44,8.85,
27.94,27.50,8.85,
27.94,27.44,8.85,
27.94,27.44,8.86,
27.94,27.50,8.85,
27.94,27.44,8.85,
27.94,27.44,8.86,
27.94,27.44,8.86,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.44,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.50,8.86,
27.94,27.56,8.85,
27.94,27.56,8.86,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.86,
27.94,27.50,8.86,
27.94,27.50,8.86,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.86,
27.94,27.56,8.85,
27.94,27.56,8.86,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.50,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.84,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.50,8.85,
27.94,27.50,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
28.00,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
28.00,27.56,8.85,
27.94,27.50,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
28.00,27.56,8.85,
27.94,27.56,8.85,
28.00,27.56,8.85,
27.94,27.56,8.85,
27.94,27.50,8.84,
27.94,27.56,8.85,
28.00,27.56,8.84,
28.00,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
28.00,27.56,8.84,
27.94,27.56,8.85,
28.00,27.56,8.84,
28.00,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
28.00,27.56,8.85,
28.00,27.50,8.85,
27.94,27.56,8.85,
28.00,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
28.00,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.86,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
28.00,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.83,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
28.00,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.85,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.83,
27.94,27.56,8.84,
27.94,27.56,8.84,
27.94,27.56,8.84,
